Time,SG01,SG02,SG03,SG04
0.0,0.0,141.72789119229202,379.0480949095407,119.31283394827524
0.502092050209205,13.975982811602229,143.35448885419467,369.60479022551976,101.66916419567413
1.00418410041841,27.813297575689393,144.0261604382557,357.8006706118893,83.3375727592911
1.506276150627615,41.36753075345236,143.67071324875528,343.64540886064714,64.37822299859532
2.00836820083682,54.49600866176297,142.22234208459986,327.1633238488293,44.85521741862354
2.510460251046025,67.05869575747145,139.62205288055804,308.3932454897079,24.836209886627508
3.01255230125523,78.91907680987204,135.81804414497856,287.3882893835135,4.391995638762161
3.514644351464435,89.9450174669267,130.76604380139702,264.21554253138856,-16.403918382590575
4.01673640167364,100.00959785295692,124.4295993177133,238.95566203011077,-37.47576019695398
4.518828451882845,108.99191400105535,116.7803192962165,211.7023892073055,-58.74595368863993
5.02092050209205,116.77784212141424,107.79806499884705,182.56198218401704,-80.13559088407652
5.523012552301255,123.2607609359156,97.4710905928618,151.65257036034262,-101.5649126714193
6.02510460251046,128.34222756825213,85.79613122056338,119.10343480716347,-122.95379497665347
6.527196652719665,131.93260276596652,72.77843832100635,85.05421900980582,-144.2222373753069
7.02928870292887,133.95162154433137,58.431761959578154,49.65407484481818,-165.2908511025958
7.531380753138075,134.3289056800054,42.77828025102784,13.060749076247475,-186.08134342741587
8.03347280334728,133.00441484280503,25.848476290844303,-24.560383969713172,-206.51699537706907
8.535564853556485,129.92883353448792,7.680963336795969,-63.03733755537675,-226.52312983985595
9.03765690376569,125.06389140180403,-11.677740695080445,-102.19256921089746,-246.02756713142048
9.539748953974895,118.38261490475355,-32.17348803974346,-141.84407238443012,-264.96106518765725
10.0418410041841,109.86950874743238,-53.74482350977044,-181.80649628471514,-283.25774164160583
10.543933054393305,99.52066591540222,-76.32335255421646,-221.8922869592505,-300.85547515348185
11.04602510460251,87.3438056074709,-99.83415267954521,-261.9128425159987,-317.6962834911483
11.548117154811715,73.35823879835141,-124.19622569142959,-301.67967530546673,-333.72667600211486
12.05020920502092,57.59476161910419,-149.32298796086144,-341.00557383357506,-348.8979782766883
12.552301255230125,40.095477191728264,-175.1227956799416,-379.705757174311,-363.1666269741917
13.05439330543933,20.91354699997754,-201.49950185343295,-417.59901469478865,-376.4944329691735
13.556485355648535,0.11287331764430064,-228.35304157302937,-454.5088239937412,-388.84881117107756
14.05857740585774,-22.232285354561014,-255.5800419435753,-490.26444008715305,-400.20297557772847
14.560669456066945,-46.037763474482574,-283.07445287528316,-524.7019490508703,-410.53609833892665
15.06276150627615,-71.20999949394096,-310.7281948243243,-557.665279548559,-419.83343183009123
15.564853556485355,-97.64660558544676,-338.43181945683676,-589.0071659329442,-428.08639296585034
16.06694560669456,-125.23699253479725,-366.07517912909634,-618.5900569072932,-435.29260921833674
16.569037656903767,-153.86304592921854,-393.5481010198606,-646.2869640707365,-441.45592604322286
17.07112970711297,-183.39984944972298,-420.7410617200676,-671.9822450431805,-446.58637565675826
17.573221757322173,-213.71645078137738,-447.54585808040383,-695.5723162709552,-450.70010734774394
18.07531380753138,-244.67666538799358,-473.8562701387292,-716.9662910504586,-453.819279748003
18.577405857740587,-276.13991316010924,-499.56871199691085,-736.0865387711606,-455.9719157219774
19.07949790794979,-307.96208273847407,-524.5828665899301,-752.8691618686107,-457.1917207691422
19.581589958158993,-339.9964181409115,-548.8023003887836,-767.2643874894246,-457.5178660604897
20.0836820083682,-372.09442217950095,-572.1350542020855,-779.2368714005086,-456.99473745101676
20.585774058577407,-404.1067710483971,-594.4942063886226,-788.7659122206599,-455.67165202253807
21.08786610878661,-435.88423439096994,-615.7984049635521,-795.8455746108011,-453.6025439139309
21.589958158995813,-467.2785951187577,-635.972365273353,-800.4847206259559,-450.8456213878355
22.09205020920502,-498.1435632542294,-654.9473301279154,-802.7069490041506,-447.46299726265687
22.594142259414227,-528.3356781045687,-672.6614895109151,-802.5504427411407,-443.5202950053573
23.09623430962343,-557.7151931444192,-689.0603572404546,-800.0677258716532,-439.0862329328939
23.598326359832633,-586.1469380913262,-704.0971022192908,-795.3253309441131,-434.2321891073511
24.10041841004184,-613.5011527978625,-717.7328321961543,-788.4033792330796,-429.0317496309117
24.602510460251047,-639.6542877582411,-729.9368282549378,-779.3950762783389,-423.5602431511046
25.10460251046025,-664.4897662335495,-740.6867285550715,-768.4061258684072,-417.89426447355726
25.606694560669453,-687.8987032373058,-749.9686601622807,-755.5540660957618,-412.1111902482462
26.10878661087866,-709.7805768903582,-757.7773181321694,-740.9675315982751,-406.28868974553023
26.610878661087867,-730.0438479495989,-764.1159913377171,-724.7854465629782,-400.50423376975425
27.11297071129707,-748.6065236366737,-768.9965348636924,-707.1561535016046,-394.8346047707132
27.615062761506273,-765.3966622388693,-772.4392891241819,-688.2364832095625,-389.355411206697
28.11715481171548,-780.3528153224804,-774.4729461917723,-668.1907716885994,-384.14060918720963
28.619246861924687,-793.4244047869453,-775.134364156352,-647.1898301460939,-379.2620343789477
29.12133891213389,-804.5720323934186,-774.4683306559573,-625.4098744785664,-374.78894709547865
29.623430962343093,-813.7677198217632,-772.5272770395445,-603.0314209017774,-370.78759340969054
30.1255230125523,-820.9950777425292,-769.3709449300342,-580.2381546030714,-367.3207850289707
30.627615062761507,-826.2494028326605,-765.0660072535228,-557.2157784620932,-364.4475005568454
31.12970711297071,-829.5377021126876,-759.6856460853232,-534.1508490125246,-362.2225106321724
31.631799163179913,-830.8786444361989,-753.3090899336837,-511.2296068993252,-360.69602928876594
32.13389121338912,-830.3024394166314,-746.0211133359778,-488.6368091225,-359.91339371545877
32.63598326359833,-827.8506445290317,-737.9115018782246,-466.5545703494988,-359.9147744200752
33.13807531380753,-823.5759015725923,-729.0744859655399,-445.16122052392643,-360.73491761171783
33.64016736401673,-817.5416041206582,-719.6081468671513,-424.63018589871444,-362.40292141531415
34.14225941422594,-809.8214980157704,-709.6137987337047,-405.12890047781383,-364.9420473217893
34.64435146443515,-800.4992173854866,-699.1953504356603,-386.81775466275155,-368.3695680578371
35.146443514644346,-789.6677590575384,-688.4586511986531,-369.84908767014815,-372.69665283241375
35.64853556485355,-777.4288986378835,-677.5108241139721,-354.3662300150084,-377.92829068420076
36.15062761506276,-763.89255187993,-666.4595916791808,-340.5026020439052,-384.06325241682123
36.65271966527197,-749.1760853153871,-655.4125975748017,-328.38087415401657,-391.09409136803043
37.15481171548117,-733.4035804346931,-644.476728907666,-318.1121939505368,-399.0071830169412
37.65690376569037,-716.705055995764,-633.7574431497627,-309.7954851785959,-407.7828031910949
38.15899581589958,-699.2156533021185,-623.3581039732524,-303.5168228191454,-417.39524439436457
38.66108786610879,-681.0747895235747,-613.3793301278779,-299.3488882640296,-427.81296953878694
39.163179916317986,-662.4252843332322,-603.9183614266583,-297.3505079866315,-438.9988021299397
39.66527196652719,-643.4124653021199,-595.0684457999686,-297.56627860420156,-450.91015172788923
40.1673640167364,-624.1832576266039,-586.918251247572,-300.0262806894426,-463.4992732854207
40.66945606694561,-604.885263862578,-579.5513063636406,-304.7458831355313,-476.7135587536602
41.17154811715481,-585.665839404003,-573.045472932286,-311.725639313954,-490.4958591435633
41.67364016736401,-566.6711694710706,-567.4724538916946,-320.95127569183563,-504.7848350413991
42.17573221757322,-548.0453533649934,-562.897339744877,-332.39377299845427,-519.5153333984607
42.67782426778243,-529.929501702187,-559.37819625565,-346.00953945291786,-534.6187882508956
43.179916317991626,-512.4608522606799,-556.9656960113047,-361.7406749902177,-550.0236428758417
43.68200836820083,-495.7719099564921,-555.7027961600213,-379.5153248545692,-565.6557907558481
44.18410041841004,-479.989616318104,-555.6244643432393,-399.2481203707618,-581.4390326057696
44.68619246861925,-465.23455364398535,-556.7574545426173,-420.84070415955637,-597.2955466156222
45.18828451882845,-451.62018881256876,-559.1201342498453,-444.1823365354939,-613.1463689799803
45.69037656903765,-439.25216146741315,-562.7223640473298,-469.1505793180433,-628.9118817198136
46.19246861924686,-428.2276210240634,-567.5654303606407,-495.6120528030495,-644.5123047567138
46.69456066945607,-418.6346166411247,-573.6420318116769,-523.4232611839407,-659.868189172443
47.196652719665266,-410.5515439680825,-580.9363192668171,-552.431481284006,-674.9009085789004
47.69874476987447,-404.0466521285864,-589.4239893389727,-582.4757090649567,-689.5331455349498
48.20083682008368,-399.1776140224245,-599.0724307685534,-613.3876580153437,-703.6893699770098
48.70292887029289,-395.99116263459763,-609.840922778006,-644.9928031976422,-717.2963066797669
49.20502092050209,-394.5227956282431,-621.6808841697944,-677.1114644467682,-730.2833888314008
49.70711297071129,-394.79655007220845,-634.5361716205766,-709.5599219674597,-742.5831948940107
50.2092050209205,-396.8248487165,-648.3434253168176,-742.1515573747263,-754.1318660238779
50.71129707112971,-400.60841878237727,-663.0324597811007,-774.6980130617821,-764.8695014471941
51.213389121338906,-406.1362837813021,-678.5266974558635,-807.0103626645945,-774.7405293241568
51.71548117154811,-413.38582842112964,-694.7436423438651,-838.900285321988,-783.6940507870158
52.21757322175732,-422.32293620167854,-711.595390754168,-870.1812364057271,-791.6841550048257
52.71966527196653,-432.90219884801127,-728.989175970292,-900.6696074162645,-798.6702033082448
